customer_id,name,transaction_id,customer_id,product_id,quantity,product_id,name,price
545,Catherine Kennedy,3373,545,8,6,8,what,245.03
803,Michael Spencer,3896,803,8,2,8,what,245.03
988,Tim Parker,4242,988,8,10,8,what,245.03
411,Kristen Riley,4640,411,8,5,8,what,245.03
805,Karina Archer,5289,805,8,7,8,what,245.03
984,Brandi Graham,5365,984,8,7,8,what,245.03
306,Christopher Lopez,6007,306,8,7,8,what,245.03
962,Vanessa Green,6465,962,8,8,8,what,245.03
720,Chad Garrett,7284,720,8,8,8,what,245.03
299,Raymond Joseph,8172,299,8,6,8,what,245.03
909,Margaret Williams,8546,909,8,9,8,what,245.03
58,Daniel Wilcox,8593,58,8,2,8,what,245.03
983,Diane Sellers,8998,983,8,5,8,what,245.03
581,Tami Webster,9384,581,8,9,8,what,245.03
788,Richard Williams,9876,788,8,6,8,what,245.03
202,Bryan Joseph,10723,202,8,7,8,what,245.03
111,Devon Wolf,730,111,9,5,9,local,177.22
844,Christina Mcgee,794,844,9,2,9,local,177.22
513,James Thompson,1452,513,9,2,9,local,177.22
412,Stephanie Thompson,3018,412,9,4,9,local,177.22
620,Jesus Howell,3193,620,9,2,9,local,177.22
961,Ernest Brown,3207,961,9,3,9,local,177.22
307,Michael Newton,4572,307,9,3,9,local,177.22
358,Zachary Lopez,4949,358,9,3,9,local,177.22
1022,Tanya Brown,5158,1022,9,8,9,local,177.22
1016,James Logan,5873,1016,9,5,9,local,177.22
867,Madeline Cox,6526,867,9,6,9,local,177.22
252,Lisa Medina,7149,252,9,2,9,local,177.22
197,Kevin Hines,7827,197,9,4,9,local,177.22
997,Cynthia Reynolds,7848,997,9,7,9,local,177.22
430,Christopher May,8450,430,9,2,9,local,177.22
602,Timothy Martin,8699,602,9,9,9,local,177.22
1084,Pamela Maxwell,9300,1084,9,4,9,local,177.22
103,Ruben Webb,9589,103,9,4,9,local,177.22
959,Tyler Solomon,9594,959,9,3,9,local,177.22
275,Patricia Gutierrez,9844,275,9,3,9,local,177.22
141,Daniel Rivera,9924,141,9,5,9,local,177.22
624,Andrea Lewis,10878,624,9,10,9,local,177.22
285,Vincent Chavez,835,285,10,7,10,other,103.18
982,Kevin Reed,3057,982,10,4,10,other,103.18
336,Whitney Hester,3098,336,10,7,10,other,103.18
930,James Miller,3564,930,10,2,10,other,103.18
656,Mrs. Jessica Russo,3648,656,10,4,10,other,103.18
642,Dr. James Snyder,4055,642,10,3,10,other,103.18
26,Brenda Johnson,4138,26,10,5,10,other,103.18
960,Cory Schmidt,4946,960,10,1,10,other,103.18
599,Julia Phillips,5691,599,10,5,10,other,103.18
369,Tonya Carey,5922,369,10,6,10,other,103.18
32,Michael Williams,6419,32,10,7,10,other,103.18
146,Zachary Davis,6980,146,10,6,10,other,103.18
658,Pamela Ruiz,7100,658,10,1,10,other,103.18
1005,Zachary Hunter,8114,1005,10,5,10,other,103.18
994,Christine Mcbride,8373,994,10,5,10,other,103.18
95,Frank Rivera,607,95,11,1,11,ball,131.77
98,Vincent Duncan,1155,98,11,9,11,ball,131.77
972,Jennifer Wise,2092,972,11,10,11,ball,131.77
813,Lauren Robbins,4179,813,11,9,11,ball,131.77
624,Andrea Lewis,5217,624,11,3,11,ball,131.77
596,Amber Tapia,7672,596,11,4,11,ball,131.77
887,Sabrina Stewart,7922,887,11,7,11,ball,131.77
954,Seth Lopez,8540,954,11,1,11,ball,131.77
559,Robert Sanchez,8829,559,11,4,11,ball,131.77
152,Kimberly Carpenter,8865,152,11,4,11,ball,131.77
996,Craig Coleman,9206,996,11,10,11,ball,131.77
421,Amy Oneal,9395,421,11,7,11,ball,131.77
805,Karina Archer,9415,805,11,6,11,ball,131.77
271,Todd Salinas,9447,271,11,1,11,ball,131.77
514,Jason Moreno,10612,514,11,10,11,ball,131.77
656,Mrs. Jessica Russo,10632,656,11,4,11,ball,131.77
646,Samuel Ramirez,10656,646,11,8,11,ball,131.77
451,Shannon Villa,10825,451,11,2,11,ball,131.77
493,Christopher Liu,1522,493,12,4,12,apply,689.61
476,Taylor Casey,1614,476,12,7,12,apply,689.61
974,Jessica Ramirez,2935,974,12,2,12,apply,689.61
529,Mark Warren,3745,529,12,4,12,apply,689.61
279,Kevin Hubbard,4061,279,12,6,12,apply,689.61
984,Brandi Graham,4228,984,12,1,12,apply,689.61
687,Sydney Howell,5490,687,12,5,12,apply,689.61
854,Susan Brown,6834,854,12,10,12,apply,689.61
163,Erin Cervantes,7406,163,12,3,12,apply,689.61
120,Mark Parker,8720,120,12,3,12,apply,689.61
372,Wesley Aguilar,9566,372,12,7,12,apply,689.61
961,Ernest Brown,10454,961,12,5,12,apply,689.61
884,Mr. William Curry,10973,884,12,5,12,apply,689.61
926,Michele Lane,1413,926,13,9,13,finish,283.71
841,Daniel Mitchell,2056,841,13,6,13,finish,283.71
372,Wesley Aguilar,3475,372,13,6,13,finish,283.71
1038,Jaclyn Bates,5695,1038,13,3,13,finish,283.71
830,Elizabeth Vega,6162,830,13,10,13,finish,283.71
158,Susan Collier,6553,158,13,10,13,finish,283.71
1098,Alexa Hawkins,7121,1098,13,9,13,finish,283.71
821,Misty Garcia,7453,821,13,4,13,finish,283.71
75,Jeff Lopez,7670,75,13,9,13,finish,283.71
725,Angela Aguirre,7767,725,13,1,13,finish,283.71
753,Lynn Casey,8071,753,13,7,13,finish,283.71
801,Kerry Hunt,8759,801,13,4,13,finish,283.71
19,Brian Clark,9134,19,13,8,13,finish,283.71
367,Angela Lucas,9240,367,13,3,13,finish,283.71
26,Brenda Johnson,9328,26,13,1,13,finish,283.71
569,Erica Fry,9543,569,13,7,13,finish,283.71
497,Daniel Romero,9585,497,13,9,13,finish,283.71
60,Stephen Robinson,10350,60,13,3,13,finish,283.71
627,Kelly Hobbs,3075,627,14,1,14,pass,68.42
276,Mary Mason,3869,276,14,6,14,pass,68.42
191,Tammy Vargas,4152,191,14,7,14,pass,68.42
959,Tyler Solomon,5793,959,14,10,14,pass,68.42
322,Michael Bowers,6278,322,14,10,14,pass,68.42
662,Corey Miller,6407,662,14,5,14,pass,68.42
1001,Tony Hood,6716,1001,14,6,14,pass,68.42
326,Isaac Weber,6972,326,14,9,14,pass,68.42
1038,Jaclyn Bates,7853,1038,14,6,14,pass,68.42
610,Dawn Wilcox,8736,610,14,8,14,pass,68.42
26,Brenda Johnson,8883,26,14,2,14,pass,68.42
1025,Laura Vargas,9198,1025,14,8,14,pass,68.42
329,Michael Cruz,10250,329,14,4,14,pass,68.42
78,Jerry Gomez,294,78,15,5,15,since,102.29
169,Marie Douglas,471,169,15,6,15,since,102.29
698,Michael Heath,2708,698,15,3,15,since,102.29
265,Amber Mitchell,2802,265,15,8,15,since,102.29
320,Gregory Watkins,3092,320,15,9,15,since,102.29
977,Kayla Johnson,3923,977,15,3,15,since,102.29
415,Katherine Brown,5033,415,15,5,15,since,102.29
632,Mark Waller,5160,632,15,7,15,since,102.29
651,Katherine Mitchell,5581,651,15,4,15,since,102.29
1033,Tammy Sutton,6088,1033,15,1,15,since,102.29
533,Deborah Schmidt,6154,533,15,1,15,since,102.29
777,Nathan Shields,6276,777,15,4,15,since,102.29
230,Raymond Cox,8041,230,15,9,15,since,102.29
585,Brittany Sutton,8567,585,15,3,15,since,102.29
927,John Villarreal,9232,927,15,10,15,since,102.29
104,Gina Krueger,10147,104,15,9,15,since,102.29
774,Amber Castillo,450,774,16,5,16,marriage,526.65
148,Melanie Eaton,2873,148,16,1,16,marriage,526.65
63,Michael Barr,2897,63,16,1,16,marriage,526.65
314,Philip Elliott MD,2963,314,16,3,16,marriage,526.65
968,Margaret Jones,3077,968,16,8,16,marriage,526.65
410,Joshua Medina,4251,410,16,9,16,marriage,526.65
657,Thomas Duncan,4530,657,16,2,16,marriage,526.65
380,David Conner,4774,380,16,7,16,marriage,526.65
964,Randy Lewis,5746,964,16,3,16,marriage,526.65
131,Tracey Miller,6544,131,16,6,16,marriage,526.65
357,Karen Goodman,6560,357,16,6,16,marriage,526.65
238,Lori Jones,6749,238,16,5,16,marriage,526.65
1096,Bobby Carroll,7512,1096,16,4,16,marriage,526.65
215,Jason Evans,8021,215,16,3,16,marriage,526.65
58,Daniel Wilcox,8565,58,16,10,16,marriage,526.65
474,Madison Hernandez,8742,474,16,3,16,marriage,526.65
1007,Angela Barnes,8765,1007,16,7,16,marriage,526.65
990,Cheryl Harris,9356,990,16,10,16,marriage,526.65
750,Catherine Jacobs,9839,750,16,4,16,marriage,526.65
383,Carly Whitney,10685,383,16,4,16,marriage,526.65
761,Steven Stewart,10806,761,16,7,16,marriage,526.65
569,Erica Fry,1661,569,17,6,17,herself,986.83
701,Brian Aguilar,2268,701,17,10,17,herself,986.83
1078,Zachary Porter MD,2699,1078,17,9,17,herself,986.83
919,Joy Beck,3710,919,17,10,17,herself,986.83
581,Tami Webster,4297,581,17,10,17,herself,986.83
1005,Zachary Hunter,6353,1005,17,2,17,herself,986.83
1028,Charles Gordon,7226,1028,17,6,17,herself,986.83
270,Dr. Joel Smith PhD,7933,270,17,9,17,herself,986.83
1013,Ricky Davis,8097,1013,17,3,17,herself,986.83
993,Crystal Ochoa,8641,993,17,10,17,herself,986.83
594,Christina Horne,8927,594,17,6,17,herself,986.83
724,David Baker,9041,724,17,9,17,herself,986.83
279,Kevin Hubbard,9043,279,17,10,17,herself,986.83
475,John Lopez,9122,475,17,2,17,herself,986.83
590,Jillian Braun,9466,590,17,8,17,herself,986.83
810,Deanna Herrera,9568,810,17,8,17,herself,986.83
381,Glenn Griffith,9733,381,17,7,17,herself,986.83
14,Becky Harvey,114,14,18,2,18,since,30.17
913,Jeffrey Snyder,899,913,18,10,18,since,30.17
706,Raymond Bauer,1151,706,18,1,18,since,30.17
66,Angela Mason,1195,66,18,6,18,since,30.17
510,Debra Bartlett,1343,510,18,6,18,since,30.17
523,Colleen Murphy,1616,523,18,7,18,since,30.17
212,Jessica Mullins,2033,212,18,3,18,since,30.17
799,Lisa Castro,2731,799,18,4,18,since,30.17
155,Tonya Zimmerman,3590,155,18,8,18,since,30.17
522,Charles Gibbs,4256,522,18,10,18,since,30.17
782,Matthew Rodriguez,4507,782,18,9,18,since,30.17
338,Paige Miller,4883,338,18,5,18,since,30.17
819,Doris Lucas,5032,819,18,3,18,since,30.17
858,Vanessa Grant,5915,858,18,9,18,since,30.17
123,Thomas Porter,6096,123,18,9,18,since,30.17
281,David Reid DVM,7257,281,18,10,18,since,30.17
1087,Jack Cochran,7473,1087,18,4,18,since,30.17
510,Debra Bartlett,7833,510,18,9,18,since,30.17
243,Paul Caldwell,9064,243,18,4,18,since,30.17
89,Jonathan Long,9246,89,18,9,18,since,30.17
361,Willie Dunn,9555,361,18,1,18,since,30.17
907,Tina Robertson,9828,907,18,10,18,since,30.17
211,Lauren Price,9935,211,18,4,18,since,30.17
617,Thomas Bell,10082,617,18,4,18,since,30.17
383,Carly Whitney,10122,383,18,6,18,since,30.17
329,Michael Cruz,10175,329,18,2,18,since,30.17
1068,Michele Webb,1091,1068,19,1,19,take,967.47
115,Jeffrey Allen MD,2009,115,19,10,19,take,967.47
1016,James Logan,2205,1016,19,3,19,take,967.47
268,Joseph Stewart,3014,268,19,1,19,take,967.47
591,Riley Stephens,3175,591,19,3,19,take,967.47
447,Andrew Carter,3179,447,19,8,19,take,967.47
180,Daniel York,3751,180,19,7,19,take,967.47
204,Haley Hammond,3839,204,19,9,19,take,967.47
429,David Logan,3845,429,19,8,19,take,967.47
730,Marc Smith,3933,730,19,5,19,take,967.47
219,Jessica Harris,4476,219,19,8,19,take,967.47
1086,Cody Torres,4625,1086,19,9,19,take,967.47
590,Jillian Braun,5063,590,19,8,19,take,967.47
299,Raymond Joseph,5684,299,19,6,19,take,967.47
1067,April Branch,6779,1067,19,4,19,take,967.47
552,Alexandria Long,8295,552,19,3,19,take,967.47
755,Emma Koch,9135,755,19,7,19,take,967.47
1078,Zachary Porter MD,9350,1078,19,2,19,take,967.47
567,Tim Campbell,9784,567,19,7,19,take,967.47
876,Scott Howard,9838,876,19,7,19,take,967.47
679,Nathaniel Hayes,10186,679,19,10,19,take,967.47
930,James Miller,10468,930,19,9,19,take,967.47
9,Robert Parker,10660,9,19,1,19,take,967.47
457,Ryan Baker,10704,457,19,5,19,take,967.47
1033,Tammy Sutton,10774,1033,19,5,19,take,967.47
7,Nicholas Robinson,10801,7,19,6,19,take,967.47
506,Jessica Holmes,415,506,20,6,20,you,769.23
787,Ashley Robinson,590,787,20,4,20,you,769.23
636,Sherry Bryant,594,636,20,7,20,you,769.23
559,Robert Sanchez,597,559,20,7,20,you,769.23
676,Gregory Koch,2398,676,20,2,20,you,769.23
973,Brad Wu,2433,973,20,8,20,you,769.23
975,Earl Reynolds,2617,975,20,1,20,you,769.23
212,Jessica Mullins,3338,212,20,2,20,you,769.23
957,Timothy Schwartz,3401,957,20,5,20,you,769.23
412,Stephanie Thompson,3678,412,20,3,20,you,769.23
716,Jason Pierce,3890,716,20,5,20,you,769.23
594,Christina Horne,3891,594,20,8,20,you,769.23
143,Alex Rogers,3909,143,20,3,20,you,769.23
1029,Dustin Mitchell,4304,1029,20,9,20,you,769.23
337,Tiffany Evans,4971,337,20,8,20,you,769.23
228,Kyle Harris,5666,228,20,2,20,you,769.23
813,Lauren Robbins,7747,813,20,9,20,you,769.23
1025,Laura Vargas,7863,1025,20,2,20,you,769.23
575,Rita Henry,8774,575,20,3,20,you,769.23
199,Andrea Hooper,9306,199,20,5,20,you,769.23
335,Karen Gross,9631,335,20,4,20,you,769.23
950,Jamie Austin,397,950,21,3,21,growth,103.20
234,Jason Thomas,635,234,21,8,21,growth,103.20
841,Daniel Mitchell,796,841,21,6,21,growth,103.20
508,John Schmidt,1430,508,21,7,21,growth,103.20
301,Kristen Anderson,1678,301,21,4,21,growth,103.20
204,Haley Hammond,1807,204,21,5,21,growth,103.20
201,Charles Contreras Jr.,2638,201,21,10,21,growth,103.20
615,Jonathan Smith,2758,615,21,6,21,growth,103.20
410,Joshua Medina,3647,410,21,10,21,growth,103.20
1084,Pamela Maxwell,4501,1084,21,5,21,growth,103.20
609,Michael Wheeler,4836,609,21,2,21,growth,103.20
1027,Regina Brown,5043,1027,21,3,21,growth,103.20
16,Brian Conley,5806,16,21,5,21,growth,103.20
650,Mary Patel,6015,650,21,3,21,growth,103.20
192,Ashley Peters,7910,192,21,7,21,growth,103.20
106,Scott Gill,9557,106,21,7,21,growth,103.20
348,Jessica Gutierrez,9737,348,21,8,21,growth,103.20
1054,Paul Conner,9933,1054,21,10,21,growth,103.20
87,James Harvey,546,87,22,4,22,guess,562.30
602,Timothy Martin,611,602,22,8,22,guess,562.30
824,Michael Harper,1333,824,22,6,22,guess,562.30
904,Andre Martin,1762,904,22,2,22,guess,562.30
160,Cody Bridges,1883,160,22,3,22,guess,562.30
672,Misty Patrick,3822,672,22,9,22,guess,562.30
553,Timothy Zamora,4261,553,22,3,22,guess,562.30
913,Jeffrey Snyder,4427,913,22,10,22,guess,562.30
1011,Timothy Pacheco,4450,1011,22,2,22,guess,562.30
632,Mark Waller,4682,632,22,1,22,guess,562.30
82,Kristy Smith,5132,82,22,9,22,guess,562.30
821,Misty Garcia,5310,821,22,7,22,guess,562.30
265,Amber Mitchell,5455,265,22,5,22,guess,562.30
307,Michael Newton,5460,307,22,4,22,guess,562.30
346,Jonathan Barrera,5822,346,22,5,22,guess,562.30
397,John Randall,5857,397,22,8,22,guess,562.30
778,Nicholas Garcia,6661,778,22,4,22,guess,562.30
1012,Chad Tucker,6795,1012,22,1,22,guess,562.30
889,Walter Miller,6801,889,22,1,22,guess,562.30
134,Daniel Wilson,7150,134,22,10,22,guess,562.30
194,Jonathan Lowery,8788,194,22,7,22,guess,562.30
862,Steven Leon,9413,862,22,5,22,guess,562.30
126,Randy James,9442,126,22,1,22,guess,562.30
910,Adam Robinson,10227,910,22,8,22,guess,562.30
708,Ricky Chavez,10476,708,22,3,22,guess,562.30
72,Jason Wilson,343,72,23,10,23,over,430.78
437,Angela Thompson,592,437,23,10,23,over,430.78
678,Keith Hess,1772,678,23,9,23,over,430.78
475,John Lopez,1795,475,23,8,23,over,430.78
995,Steven Burgess,3320,995,23,3,23,over,430.78
908,Jennifer May,4008,908,23,7,23,over,430.78
149,Tasha Hicks,4782,149,23,3,23,over,430.78
637,Wendy Bennett,5921,637,23,3,23,over,430.78
1040,Michael Johnson,6952,1040,23,10,23,over,430.78
993,Crystal Ochoa,7320,993,23,10,23,over,430.78
1006,Damon Franklin,7467,1006,23,9,23,over,430.78
28,Amanda Jimenez,7775,28,23,10,23,over,430.78
317,Kathleen Michael,8531,317,23,9,23,over,430.78
447,Andrew Carter,10695,447,23,6,23,over,430.78
235,Steven Sheppard,174,235,24,1,24,with,526.87
522,Charles Gibbs,448,522,24,5,24,with,526.87
307,Michael Newton,516,307,24,4,24,with,526.87
803,Michael Spencer,1106,803,24,1,24,with,526.87
579,David Barton,1488,579,24,3,24,with,526.87
1067,April Branch,1938,1067,24,7,24,with,526.87
186,Joseph Perkins,2157,186,24,8,24,with,526.87
216,Lisa Rojas,3182,216,24,7,24,with,526.87
721,Ricardo Cooper,3462,721,24,6,24,with,526.87
444,Jason Rogers,4573,444,24,1,24,with,526.87
838,Joshua Marsh,5401,838,24,2,24,with,526.87
561,Justin Griffin,5539,561,24,3,24,with,526.87
720,Chad Garrett,6194,720,24,3,24,with,526.87
1025,Laura Vargas,6288,1025,24,2,24,with,526.87
735,Brad Mcfarland,7340,735,24,7,24,with,526.87
122,Nancy Hampton,7544,122,24,9,24,with,526.87
238,Lori Jones,8489,238,24,2,24,with,526.87
614,Jacob Welch,8605,614,24,5,24,with,526.87
41,Sara Gordon DDS,8834,41,24,9,24,with,526.87
1008,Heather Parrish,8917,1008,24,3,24,with,526.87
419,Sarah Luna,9735,419,24,10,24,with,526.87
616,James Jimenez,10199,616,24,5,24,with,526.87
762,Mary Walters,10355,762,24,7,24,with,526.87
232,Timothy Weaver,10399,232,24,6,24,with,526.87
447,Andrew Carter,246,447,25,4,25,interesting,10.05
403,Michael Reynolds MD,311,403,25,4,25,interesting,10.05
1092,Martha Trevino,891,1092,25,7,25,interesting,10.05
553,Timothy Zamora,1735,553,25,1,25,interesting,10.05
682,Christopher Collins,2295,682,25,2,25,interesting,10.05
105,Angela West,2444,105,25,1,25,interesting,10.05
1089,Ryan Wilson,2800,1089,25,8,25,interesting,10.05
673,Jacob Duffy,2960,673,25,5,25,interesting,10.05
977,Kayla Johnson,4346,977,25,10,25,interesting,10.05
132,Katherine Lawson,4621,132,25,1,25,interesting,10.05
386,Dr. Rebecca Maddox,5690,386,25,1,25,interesting,10.05
885,Meghan Allen,5725,885,25,3,25,interesting,10.05
272,Michele Miranda,6151,272,25,3,25,interesting,10.05
990,Cheryl Harris,6458,990,25,4,25,interesting,10.05
502,Lisa Chang,6660,502,25,5,25,interesting,10.05
322,Michael Bowers,7175,322,25,4,25,interesting,10.05
16,Brian Conley,7403,16,25,2,25,interesting,10.05
429,David Logan,8138,429,25,6,25,interesting,10.05
380,David Conner,8432,380,25,2,25,interesting,10.05
578,Sergio Villegas,8671,578,25,7,25,interesting,10.05
160,Cody Bridges,8701,160,25,8,25,interesting,10.05
310,Edward Dunn,9230,310,25,9,25,interesting,10.05
